radiotype,radio,area,cellid,enbrnc,lcid,xarfcn,unit,band,fc,sigl,asu,signal,lat,lon,acc,speed,bearing,alt,rsrq,rssnr,ss,ta,timerange,Temperature,Dew Point,Humidity,Wind,WindSpeed,WindGust,Pressure,Precip,Condition
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,54,-86,39.0337397,-94.5762804,15,0.3,35.3,246.9,-14,14.4,30,0,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,54,-86,39.033736,-94.5762945,14.8,0.1,273.8,249.9,-14,9.8,30,0,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.03373,-94.5762987,14.8,0.1,222.5,249.9,-12,11.2,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337575,-94.5762861,16.2,0.4,22.3,249.9,-11,10.4,27,0,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337309,-94.5762942,14.9,0.3,189.8,249.9,-11,15.2,27,0,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337753,-94.576239,16.8,0.8,49.1,249.9,-13,15.2,30,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337422,-94.5762865,14.8,0.6,227.8,249.9,-9,8.8,27,1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.033728,-94.5762912,15.1,0.1,157.9,249.8,-14,10.4,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337198,-94.5762945,15,0.2,192.3,250,-14,10.4,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337366,-94.5762967,14.8,0.2,225.3,249.9,-11,14,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337468,-94.5762838,15.2,0.4,31,246.9,-14,11.2,30,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337243,-94.5762892,15,0.2,189.9,249.8,-15,11.2,30,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337282,-94.5762908,15.8,0,267,249.9,-15,11.2,30,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337325,-94.576291,15.1,0.1,26.3,249.8,-13,13,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337354,-94.5762892,15.1,0.1,25.9,249.9,-13,12,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337896,-94.5762276,27.4,1.2,41.2,249.8,-12,15.6,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337431,-94.5762881,14.9,0.4,229.7,250,-12,11.2,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337566,-94.5762871,16.2,0.2,334.6,249.9,-12,12.8,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337606,-94.5762905,150.7,0.1,329.2,249.8,-12,12.8,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337623,-94.576293,221.8,0.1,322.3,250,-13,11,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337366,-94.576299,14.9,0.2,200.5,250,-13,9.6,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337249,-94.5762907,15.1,0.2,171.9,249.8,-10,9.4,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337507,-94.5762798,45.6,0.2,22.8,249.9,-12,9.4,30,1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.03376,-94.576274,166.1,0.2,24.7,249.8,-13,11,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.03376,-94.576274,166.1,0.2,24.7,249.8,-13,11,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.03376,-94.576274,166.1,0.2,24.7,249.8,-13,11,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337293,-94.5762972,90.5,0.2,214.7,249.9,-13,8.8,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337457,-94.5762879,16,0.3,22.2,249.9,-12,12.8,30,1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337257,-94.5762943,14.9,0.3,191.7,250,-12,8,30,1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.033734,-94.5762862,15.1,0.1,52.3,250,-12,9.8,30,1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,54,-86,39.0337481,-94.5762804,72.9,0.1,25.1,249.9,-13,8.2,30,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337401,-94.5762818,44,0,137.6,249.9,-12,8.2,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.033736,-94.5762827,71.6,0,177.1,250,-12,8.8,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337398,-94.5762786,15.1,0,46.1,246.9,-10,8,28,1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337396,-94.5762786,78,0,54.5,250,-9,13,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337355,-94.5762836,32.9,0.1,223,249.9,-9,10.2,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337352,-94.576284,33.2,0,223.3,249.9,-11,15,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337358,-94.5762834,21.4,0,41.7,249.9,-10,10,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337358,-94.5762834,36.6,0,322.6,249.9,-10,9,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337357,-94.5762835,50.4,0,211.5,249.9,-10,9,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337358,-94.5762832,38.6,0,67.5,249.9,-11,16.2,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337806,-94.5762285,17.2,0.7,43.5,249.9,-13,7.4,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337794,-94.57623,69.3,0.2,43.5,249.9,-13,7.4,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,49,-91,39.0337321,-94.576288,91.4,0.5,223.6,249.9,-14,8,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337591,-94.5762838,15.5,0.1,313.2,249.9,-12,9,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337359,-94.57629,15.1,0.4,195.7,249.9,-10,9.4,26,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337351,-94.5762892,15.2,0.1,17,249.8,-13,4.2,30,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,49,-91,39.0337495,-94.5762732,62.2,0.2,38.4,246.9,-11,5.6,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,48,-92,39.0337547,-94.576279,15.4,0.1,343,250,-11,11.8,26,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,48,-92,39.0337515,-94.576281,72.5,0,222.1,250,-11,11.8,26,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337346,-94.5762893,15.1,0.1,219.7,249.9,-13,9.2,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337454,-94.5762768,15.2,0.2,41.8,250,-13,8.2,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337223,-94.5762985,14.8,0.1,217,250,-11,8.2,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,49,-91,39.0337578,-94.5762855,16.2,0.6,14.5,249.9,-12,7.2,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337383,-94.5762802,15,0.1,74.4,250,-14,9.6,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337224,-94.5762969,16,0.3,216.5,250,-14,7,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337235,-94.5762907,15,0.1,154.3,249.8,-9,13,26,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337285,-94.5762904,15.1,0.1,8.7,249.9,-9,15.4,26,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337325,-94.5762891,131.9,0.1,12.8,249.9,-9,15.4,26,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,48,-92,39.03373,-94.5762909,15.1,0,281.6,249.9,-13,22.4,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,48,-92,39.0337594,-94.576282,16.3,0.5,12.9,249.9,-13,10.4,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,49,-91,39.0337666,-94.5762776,67.3,0.3,18.6,249.9,-10,15.6,26,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,49,-91,39.0337363,-94.5762825,34.3,0.2,182.3,249.9,-10,10.2,26,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337335,-94.5762831,62.3,0.1,185.1,250,-12,8.6,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,49,-91,39.0337354,-94.5762833,61.4,0,200.4,249.9,-14,7,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337399,-94.5762804,15,0,28.2,250,-13,16.4,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337654,-94.576281,17.3,0.4,359.6,249.9,-13,16.4,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337692,-94.5762818,70.1,0.2,356.8,249.8,-13,9.8,29,1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337302,-94.5762908,15.1,0.3,192.4,249.9,-10,11.4,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337237,-94.5762969,14.9,0.2,207.3,250,-10,11.2,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337217,-94.5762967,79.9,0.1,194.6,250,-12,10.8,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337415,-94.5762778,112.4,0.2,39,249.9,-11,7.8,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.0337613,-94.576276,15.6,0.3,14.7,250,-11,8.2,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337594,-94.5762761,65.1,0,25.2,249.9,-11,10.4,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337453,-94.5762803,46.1,0.2,191.9,249.9,-11,10.4,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,51,-89,39.0337346,-94.5762837,39.7,0.1,193.6,250,-12,10.4,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337377,-94.5762828,23.3,0,10.1,249.9,-12,13,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337378,-94.5762828,12.9,0,12.5,249.9,-12,13,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337378,-94.5762829,27.4,0,271.7,249.9,-9,10,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337378,-94.5762828,32.2,0,45.7,249.9,-10,8,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,54,-86,39.0337379,-94.5762827,41.8,0,33.4,249.9,-12,7.6,30,1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,54,-86,39.0337378,-94.5762827,47.8,0,175.8,249.9,-10,12,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,55,-85,39.0337381,-94.5762824,38.6,0,40.6,249.9,-11,10.4,29,1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,55,-85,39.0337381,-94.5762824,59,0,38.3,249.9,-11,10.4,29,1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337381,-94.5762825,45.3,0,271.2,250,-11,16,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.033738,-94.5762842,15.2,0,265.5,249.8,-15,13.2,30,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337348,-94.5762891,15.1,0.1,231.8,249.8,-15,11.2,30,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,50,-90,39.033807,-94.5761725,23.8,1.9,51.4,250,-10,14.6,26,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337295,-94.5762847,15,0.4,227.1,250,-10,8.4,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337406,-94.5762879,15.2,0.2,315.1,250,-10,8.2,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337278,-94.5762966,14.9,0.2,218,250,-10,9.4,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.033743,-94.5762791,15.1,0.3,42.5,250,-13,9.4,30,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337262,-94.5762953,16.3,0.3,223.4,250,-11,9.4,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,52,-88,39.0337447,-94.5762863,16.6,0.2,16.6,250,-11,10,27,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337466,-94.5762847,16.6,0.1,23,250,-13,10,30,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337415,-94.5762825,42.4,0.1,156.3,250,-11,9.4,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.033737,-94.5762817,36.9,0.1,167.8,250,-12,8.4,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337364,-94.5762819,64.2,0,175.9,254.5,-12,8.8,29,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
LTE,LTE+,42243,5125645,20022,13,876,2,2,1957.6,4,53,-87,39.0337233,-94.5762949,15.1,0.3,199.9,250,-10,8.8,28,-1,2 oct 2019 20 to 21 hrs,64 F,63 F,96 %,NNW,12 mph,0 mph,28.85 in,0.2 in,T-Storm
